audio,target
"[-0.12942505 -0.13427734 -0.13760376 ...  0.02655029  0.01757812
  0.00939941]",3
"[-0.00271606 -0.00253296 -0.00283813 ... -0.01803589 -0.01931763
 -0.01998901]",19
[0.00512695 0.00534058 0.0055542  ... 0.         0.         0.        ],28
[0.01242065 0.01516724 0.01412964 ... 0.         0.         0.        ],9
[0.11273193 0.1137085  0.11672974 ... 0.00469971 0.00204468 0.00036621],28
[0.09741211 0.09542847 0.09197998 ... 0.         0.         0.        ],24
"[2.1362305e-04 1.5258789e-04 9.1552734e-05 ... 4.2724609e-04 3.9672852e-04
 4.5776367e-04]",32
[0.3249817  0.33825684 0.35372925 ... 0.         0.         0.        ],26
"[ 0.01281738  0.00796509  0.00265503 ... -0.02029419 -0.01980591
 -0.01589966]",3
"[ 0.03311157  0.03308105  0.03326416 ... -0.00500488 -0.00469971
 -0.00366211]",3
"[ 0.00817871  0.         -0.02285767 ... -0.00845337 -0.00076294
  0.0043335 ]",27
"[ 0.00259399  0.0007019  -0.00195312 ...  0.00643921 -0.00112915
 -0.00866699]",27
"[-0.00170898 -0.00198364 -0.00119019 ...  0.          0.
  0.        ]",17
"[-0.01397705 -0.0319519  -0.0352478  ...  0.16131592  0.16171265
  0.14361572]",9
"[-0.12902832 -0.13119507 -0.11758423 ... -0.15353394 -0.15585327
 -0.14416504]",9
[0.00820923 0.02206421 0.0368042  ... 0.07199097 0.07495117 0.07574463],9
"[-0.00375366 -0.00527954 -0.00695801 ... -0.00836182 -0.00979614
 -0.00927734]",44
[0.04800415 0.04946899 0.05105591 ... 0.06161499 0.06124878 0.05996704],47
"[-0.06777954 -0.0680542  -0.06613159 ... -0.48397827 -0.48010254
 -0.47714233]",47
[0.03369141 0.05383301 0.07214355 ... 0.         0.         0.        ],9
"[-0.00299072 -0.00360107 -0.00161743 ... -0.00744629 -0.01702881
 -0.02206421]",13
"[ 0.06158447  0.0730896   0.06237793 ... -0.04763794 -0.07199097
 -0.0909729 ]",13
[0.79571533 0.71990967 0.3751831  ... 0.         0.         0.        ],22
"[-0.34158325 -0.3652954  -0.3765564  ...  0.01858521  0.02029419
  0.0222168 ]",28
"[-0.01242065 -0.01095581 -0.02111816 ... -0.00396729 -0.00177002
  0.02160645]",28
"[-0.5585327   0.7531738   0.95718384 ... -0.7045288  -0.09597778
  0.75827026]",37
"[-0.48901367 -0.17633057  0.30291748 ... -0.15118408 -0.17202759
  0.00518799]",37
[0.00152588 0.00158691 0.00152588 ... 0.         0.         0.        ],24
[0.01586914 0.01913452 0.03222656 ... 0.         0.         0.        ],26
"[-1.8310547e-04 -2.1362305e-04 -2.1362305e-04 ...  3.0517578e-05
  3.0517578e-05  9.1552734e-05]",32
"[ 0.06948853  0.09579468  0.08511353 ... -0.10205078 -0.11697388
 -0.09567261]",10
[0.01187134 0.00854492 0.0078125  ... 0.         0.         0.        ],29
[0.00012207 0.00018311 0.00021362 ... 0.         0.         0.        ],1
"[ 0.02545166  0.02557373  0.02642822 ... -0.03479004 -0.03048706
 -0.03359985]",16
"[-0.1434021  -0.14382935 -0.14224243 ...  0.0843811   0.08633423
  0.08633423]",16
"[-0.16491699 -0.15499878 -0.14871216 ...  0.23251343  0.22729492
  0.22332764]",16
"[-0.03820801 -0.03372192 -0.02090454 ...  0.00650024  0.0010376
 -0.00231934]",13
"[ 0.16165161  0.16497803  0.16802979 ... -0.05218506 -0.04367065
 -0.03509521]",35
"[-0.00866699 -0.01196289 -0.01934814 ... -0.0144043  -0.04025269
 -0.05776978]",45
"[ 0.00067139  0.0020752  -0.00024414 ... -0.0062561  -0.01959229
 -0.03210449]",45
[0.03329468 0.04522705 0.03469849 ... 0.         0.         0.        ],0
[0.00341797 0.00369263 0.01226807 ... 0.30795288 0.31622314 0.3347473 ],45
[0.06140137 0.05300903 0.0630188  ... 0.05480957 0.10287476 0.12539673],16
"[-0.02212524 -0.02954102 -0.02774048 ...  0.          0.
  0.        ]",1
"[-0.20632935 -0.23794556 -0.20516968 ... -0.09365845 -0.08551025
 -0.05249023]",22
"[ 0.00363159 -0.01272583 -0.02941895 ... -0.06335449 -0.06298828
 -0.06188965]",45
[0.24655151 0.26483154 0.27682495 ... 0.41159058 0.41116333 0.40756226],46
"[-0.00683594 -0.00268555  0.01751709 ...  0.01205444  0.01626587
  0.02832031]",27
"[-0.2494812  -0.29492188  0.38671875 ...  0.0050354   0.00509644
  0.0050354 ]",37
[0.03100586 0.03543091 0.03735352 ... 0.03701782 0.03594971 0.03613281],8
"[-0.02346802 -0.0222168  -0.02114868 ... -0.01724243 -0.01663208
 -0.01580811]",8
"[-0.03237915 -0.03295898 -0.03237915 ...  0.02386475  0.01156616
  0.00170898]",8
"[-0.02365112 -0.02120972 -0.01971436 ... -0.00518799 -0.00949097
 -0.01135254]",8
"[-9.1552734e-05 -6.1035156e-05 -3.0517578e-05 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",29
"[ 0.00131226  0.00146484  0.00140381 ... -0.11123657 -0.14260864
 -0.11837769]",10
"[0.0000000e+00 3.0517578e-05 0.0000000e+00 ... 4.6041870e-01 4.0679932e-01
 3.4768677e-01]",44
"[-0.01748657 -0.02316284 -0.0241394  ...  0.04122925  0.0428772
  0.03552246]",44
"[-0.12710571 -0.13720703 -0.1543274  ...  0.27163696  0.26016235
  0.2475586 ]",45
"[ 0.0012207   0.00198364  0.00198364 ... -0.00036621 -0.00018311
 -0.00015259]",21
"[-0.00823975 -0.01168823 -0.00939941 ... -0.12033081 -0.07177734
 -0.03659058]",10
[0.01846313 0.06253052 0.06021118 ... 0.05633545 0.03115845 0.00408936],10
"[-3.0517578e-05  3.0517578e-05 -3.0517578e-05 ...  4.1503906e-03
  4.9133301e-03  4.6386719e-03]",17
"[-0.01150513 -0.01446533 -0.01272583 ...  0.00579834  0.00579834
  0.00332642]",38
[0.00082397 0.00112915 0.00094604 ... 0.         0.         0.        ],21
"[-0.07025146 -0.00048828  0.03164673 ...  0.00134277  0.00152588
  0.00177002]",24
"[-0.00180054 -0.00247192 -0.00210571 ...  0.          0.
  0.        ]",21
"[-0.00354004 -0.00473022 -0.00350952 ...  0.          0.
  0.        ]",21
[0.01037598 0.00869751 0.00588989 ... 0.24206543 0.23580933 0.22613525],47
"[ 0.          0.          0.         ... -0.02401733 -0.02783203
 -0.0302124 ]",47
[0.09759521 0.13970947 0.12112427 ... 0.04318237 0.05422974 0.04025269],10
"[ 0.00033569  0.00079346  0.00125122 ... -0.00216675 -0.00262451
 -0.00244141]",38
"[ 0.00054932  0.00030518  0.00073242 ... -0.08383179 -0.17321777
 -0.16549683]",0
"[ 0.0020752  -0.00250244 -0.00732422 ...  0.00222778  0.00134277
  0.00073242]",32
"[-0.00161743 -0.0020752  -0.00268555 ... -0.00521851 -0.00595093
 -0.00604248]",32
"[ 0.01364136  0.01712036  0.01669312 ... -0.01522827 -0.00787354
 -0.01281738]",23
"[-0.01254272 -0.01486206 -0.01516724 ... -0.00091553  0.00759888
  0.01092529]",23
[0.00360107 0.0038147  0.0027771  ... 0.         0.         0.        ],29
[0.00741577 0.00979614 0.00927734 ... 0.01937866 0.02020264 0.02047729],29
"[-0.00036621 -0.00042725 -0.00045776 ...  0.          0.
  0.        ]",30
"[-1.7089844e-03 -1.3732910e-03 -1.5869141e-03 ...  3.0517578e-05
  3.0517578e-05  3.0517578e-05]",21
"[-0.1177063  -0.19787598 -0.20291138 ... -0.05166626 -0.04995728
 -0.03393555]",11
"[-0.06341553 -0.05917358 -0.03546143 ... -0.05975342 -0.11117554
 -0.10644531]",11
"[-0.019104   -0.02130127 -0.02334595 ... -0.04470825 -0.04434204
 -0.0446167 ]",19
[0.00094604 0.00039673 0.0010376  ... 0.00524902 0.00579834 0.00497437],19
[0.00979614 0.0083313  0.0078125  ... 0.         0.         0.        ],1
"[-0.00762939 -0.00802612 -0.00708008 ... -0.00363159 -0.00418091
 -0.00366211]",29
"[6.1035156e-05 0.0000000e+00 6.1035156e-05 ... 0.0000000e+00 0.0000000e+00
 0.0000000e+00]",24
"[-0.45864868 -0.33239746 -0.49575806 ...  0.          0.
  0.        ]",43
"[-0.00228882 -0.00305176 -0.00268555 ...  0.00527954  0.00558472
  0.0057373 ]",17
"[ 0.00112915  0.00170898  0.00204468 ... -0.02792358 -0.02865601
 -0.02081299]",12
[0.01275635 0.01306152 0.01293945 ... 0.00213623 0.00689697 0.00958252],13
"[-0.27209473 -0.269104   -0.26989746 ...  0.13470459  0.14038086
  0.14413452]",44
"[-0.06079102 -0.06204224 -0.06130981 ...  0.01980591  0.019104
  0.01916504]",43
"[ 0.0000000e+00 -3.0517578e-05  3.0517578e-05 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",24
"[ 0.00247192  0.00296021  0.00335693 ... -0.00244141 -0.00222778
 -0.0020752 ]",5
[0.00915527 0.01016235 0.01101685 ... 0.         0.         0.        ],5
"[-0.00222778 -0.00222778 -0.00210571 ...  0.          0.
  0.        ]",5
"[ 6.1035156e-05  1.2207031e-04 -1.5258789e-04 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",34
"[ 9.1552734e-05 -2.1362305e-04  6.1035156e-05 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",34
"[ 0.0015564   0.00186157 -0.00262451 ...  0.01016235  0.02062988
  0.02005005]",12
"[ 3.0517578e-05 -3.0517578e-05 -3.0517578e-05 ... -8.7466431e-01
 -9.7326660e-01 -7.6425171e-01]",37
[0.00015259 0.00045776 0.00064087 ... 0.         0.         0.        ],21
[0. 0. 0. ... 0. 0. 0.],34
"[-0.11227417 -0.08251953 -0.04418945 ...  0.          0.
  0.        ]",24
[0. 0. 0. ... 0. 0. 0.],1
"[-9.1552734e-05  0.0000000e+00 -3.0517578e-05 ... -7.0190430e-04
  1.8310547e-04  3.0517578e-05]",17
"[-0.01522827 -0.00985718 -0.00732422 ...  0.          0.
  0.        ]",22
"[6.1035156e-05 6.1035156e-05 6.1035156e-05 ... 0.0000000e+00 0.0000000e+00
 0.0000000e+00]",21
"[-0.00515747 -0.00592041 -0.00479126 ... -0.00012207 -0.00045776
 -0.00057983]",38
"[-0.03521729 -0.04934692 -0.04296875 ...  0.29556274  0.28536987
  0.2902832 ]",40
"[-0.01782227 -0.02416992 -0.02032471 ... -0.11071777 -0.13308716
 -0.1083374 ]",40
"[-0.059021   -0.08450317 -0.09127808 ... -0.02529907 -0.03436279
 -0.03048706]",40
"[ 0.01947021 -0.02914429 -0.07119751 ... -0.00726318 -0.01174927
 -0.0100708 ]",20
"[-0.06677246 -0.10061646 -0.11383057 ...  0.0039978   0.00488281
  0.00354004]",20
[0.00045776 0.00030518 0.00021362 ... 0.00265503 0.00332642 0.00231934],20
"[-0.05618286 -0.05630493 -0.05654907 ...  0.          0.
  0.        ]",30
[0.00186157 0.00189209 0.00180054 ... 0.00054932 0.00036621 0.00033569],23
"[ 0.0000000e+00 -3.0517578e-05 -6.1035156e-05 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",24
"[3.0517578e-05 3.0517578e-05 0.0000000e+00 ... 0.0000000e+00 0.0000000e+00
 0.0000000e+00]",24
[0.03930664 0.03543091 0.03671265 ... 0.00027466 0.00021362 0.00024414],28
"[ 0.07583618  0.08712769  0.09738159 ... -0.09896851 -0.09292603
 -0.09130859]",35
"[-0.1065979  -0.09085083 -0.09994507 ... -0.21160889 -0.20175171
 -0.2041626 ]",35
"[-0.00222778 -0.00317383 -0.00256348 ... -0.00500488 -0.00650024
 -0.00738525]",28
"[ 0.01324463  0.01602173  0.01846313 ... -0.00924683 -0.00476074
  0.00100708]",28
"[9.1552734e-05 9.1552734e-05 1.2207031e-04 ... 3.9123535e-02 5.7403564e-02
 4.0985107e-02]",20
"[-1.2512207e-03 -7.6293945e-04  3.0517578e-05 ...  5.4138184e-02
  1.0070801e-03 -8.6059570e-03]",20
"[ 1.7700195e-03  2.6855469e-03  3.3874512e-03 ...  1.4038086e-03
  3.0517578e-05 -8.8500977e-04]",20
"[ 0.         -0.00015259  0.00079346 ... -0.04089355 -0.04318237
 -0.03323364]",20
"[ 0.09841919  0.14102173  0.1473999  ... -0.03240967 -0.0375061
 -0.02816772]",20
"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 6.1035156e-05 1.5258789e-04
 2.1362305e-04]",36
"[ 0.883728    0.8502197   0.770813   ... -0.19818115 -0.67453
 -0.75491333]",36
"[5.3594971e-01 6.4739990e-01 5.0964355e-01 ... 6.4086914e-04 6.4086914e-04
 6.1035156e-04]",36
"[-0.31915283 -0.30267334 -0.28479004 ... -0.07183838 -0.06738281
 -0.06604004]",3
"[-0.3489685  -0.2828064  -0.21432495 ...  0.56762695  0.6557007
  0.7108154 ]",3
[0.01065063 0.01065063 0.01065063 ... 0.         0.         0.        ],30
"[-0.0355835  -0.05236816 -0.06796265 ...  0.          0.
  0.        ]",26
"[-0.0295105  -0.02835083 -0.02926636 ...  0.02651978  0.02127075
  0.0218811 ]",26
[0.18875122 0.17184448 0.11682129 ... 0.         0.         0.        ],43
"[ 9.1552734e-05 -1.1901855e-03 -1.4953613e-03 ...  0.0000000e+00
 -4.5776367e-04 -1.0375977e-03]",32
[0.00445557 0.0050354  0.00491333 ... 0.         0.         0.        ],30
"[-0.00088501 -0.00112915 -0.0010376  ...  0.00189209  0.00152588
  0.00106812]",17
"[-0.01437378 -0.01959229 -0.02355957 ... -0.00189209 -0.00750732
 -0.01431274]",44
"[-0.00463867 -0.00445557 -0.00421143 ...  0.00112915  0.00112915
  0.00119019]",32
[0. 0. 0. ... 0. 0. 0.],40
"[-0.00021362 -0.00027466 -0.00030518 ...  0.01757812  0.01980591
  0.01516724]",40
"[-1.3732910e-03 -2.8991699e-03 -3.1127930e-03 ...  3.0517578e-05
  3.0517578e-05  3.0517578e-05]",1
"[-0.00662231 -0.00744629 -0.00643921 ...  0.02157593  0.02584839
  0.02511597]",43
"[ 0.04037476  0.04013062  0.03985596 ... -0.05908203 -0.05834961
 -0.05703735]",43
"[-0.0007019  -0.00100708 -0.0012207  ... -0.00192261 -0.00125122
 -0.00054932]",0
[0.00137329 0.00143433 0.00137329 ... 0.         0.         0.        ],31
[0.0123291  0.0118103  0.01010132 ... 0.         0.         0.        ],32
"[-0.0055542  -0.00588989 -0.00637817 ...  0.00183105  0.00170898
  0.0015564 ]",32
[0.02557373 0.05435181 0.08837891 ... 0.02990723 0.08325195 0.06997681],14
"[ 0.06018066  0.08404541  0.06173706 ... -0.0710144   0.06234741
  0.16473389]",14
"[ 0.3741455   0.5000305   0.27511597 ... -0.03662109 -0.03170776
 -0.02722168]",14
"[ 0.0032959   0.00128174 -0.00048828 ... -0.02572632 -0.01583862
 -0.00350952]",14
"[-0.01544189 -0.01159668 -0.00708008 ... -0.00732422 -0.00650024
 -0.00616455]",14
"[ 0.00683594 -0.00082397 -0.01013184 ... -0.02859497 -0.03457642
 -0.03042603]",11
[0.03317261 0.06298828 0.07992554 ... 0.01275635 0.01434326 0.01321411],11
[0.00527954 0.00393677 0.00302124 ... 0.         0.         0.        ],34
"[-0.00976562 -0.00930786 -0.00814819 ...  0.00158691  0.00265503
 -0.00979614]",13
"[ 0.01031494  0.0015564  -0.00396729 ...  0.02047729  0.02078247
  0.01959229]",35
[0.03747559 0.03521729 0.03115845 ... 0.06460571 0.06848145 0.07040405],35
[0.01956177 0.02462769 0.02279663 ... 0.         0.         0.        ],21
"[-0.04763794 -0.08111572 -0.06085205 ...  0.01715088  0.01629639
  0.00680542]",14
"[-0.00738525 -0.00595093 -0.00430298 ... -0.00939941 -0.00216675
  0.00054932]",14
[0. 0. 0. ... 0. 0. 0.],15
"[-0.03945923 -0.00146484  0.02911377 ... -0.18136597 -0.15249634
 -0.03536987]",10
[0.00057983 0.00137329 0.00082397 ... 0.         0.         0.        ],12
"[ 0.02880859  0.04858398  0.04864502 ... -0.06506348 -0.09368896
 -0.08493042]",10
[0.02938843 0.02587891 0.02288818 ... 0.05108643 0.05297852 0.05410767],45
"[ 0.09078979 -0.00527954 -0.0994873  ...  0.07580566  0.0012207
 -0.03601074]",10
"[9.1552734e-05 9.1552734e-05 9.1552734e-05 ... 0.0000000e+00 0.0000000e+00
 0.0000000e+00]",0
"[-0.00097656 -0.00045776  0.00045776 ...  0.01544189  0.01959229
  0.02233887]",31
"[-1.3427734e-03 -1.1596680e-03 -5.4931641e-04 ... -9.1552734e-05
 -1.8310547e-04  0.0000000e+00]",31
"[ 3.0517578e-05  1.5258789e-04  0.0000000e+00 ... -2.1881104e-02
 -2.5238037e-02 -2.0355225e-02]",12
"[-0.0289917  -0.02410889 -0.02709961 ... -0.06848145 -0.01983643
  0.01364136]",36
"[ 0.03982544  0.13345337  0.13354492 ... -0.20101929 -0.13409424
 -0.11236572]",36
"[ 0.06100464 -0.04669189 -0.11303711 ... -0.05023193 -0.10357666
 -0.0718689 ]",36
"[ 0.08721924  0.10357666  0.02258301 ... -0.00479126 -0.00311279
 -0.00198364]",36
"[-0.02194214 -0.01583862 -0.00375366 ...  0.00418091  0.00448608
  0.00427246]",36
"[ 0.23684692  0.22174072  0.20117188 ... -0.08023071 -0.06265259
 -0.04370117]",45
"[-0.29711914 -0.2562561  -0.23526001 ...  0.0317688   0.02416992
  0.01370239]",45
"[-0.01055908 -0.01263428 -0.01040649 ...  0.          0.
  0.        ]",15
"[-0.20666504 -0.19152832 -0.17251587 ...  0.0451355   0.04223633
  0.03744507]",3
"[-0.00387573  0.00015259  0.00567627 ... -0.00732422 -0.01470947
 -0.00793457]",43
"[-0.0378418  -0.04156494 -0.04586792 ... -0.00744629 -0.00839233
 -0.00585938]",17
"[ 0.00772095  0.01208496  0.01312256 ...  0.01773071 -0.02297974
 -0.06210327]",13
[0. 0. 0. ... 0. 0. 0.],1
"[-0.00164795 -0.00222778 -0.00195312 ...  0.          0.
  0.        ]",0
"[-0.01669312 -0.01373291 -0.01248169 ...  0.00131226  0.00177002
  0.00247192]",13
"[-0.00527954 -0.00613403 -0.00567627 ... -0.00366211 -0.00408936
 -0.00357056]",13
"[-0.13815308 -0.13644409 -0.13519287 ... -0.00439453 -0.00344849
 -0.00195312]",3
"[-0.00393677  0.00726318  0.00891113 ...  0.03662109  0.03070068
  0.02130127]",11
"[-7.3242188e-04 -3.0517578e-05  2.1362305e-04 ...  1.6479492e-03
  1.8310547e-03  2.0141602e-03]",6
"[-0.04428101 -0.04226685 -0.03927612 ... -0.07055664 -0.07095337
 -0.06665039]",6
[0.00143433 0.00125122 0.00112915 ... 0.00186157 0.00183105 0.00183105],6
"[-0.01275635 -0.01306152 -0.01434326 ...  0.          0.
  0.        ]",15
"[-0.00021362 -0.00030518 -0.0005188  ...  0.          0.
  0.        ]",15
"[ 3.0517578e-05 -3.0517578e-05 -3.0517578e-05 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",15
[0.00338745 0.00375366 0.00317383 ... 0.         0.         0.        ],15
[0.05682373 0.08605957 0.04385376 ... 0.02749634 0.03973389 0.03466797],11
"[-2.1362305e-04 -3.0517578e-04 -2.7465820e-04 ... -6.1035156e-05
 -6.1035156e-05 -3.0517578e-05]",38
"[9.1552734e-05 9.1552734e-05 9.1552734e-05 ... 3.8836670e-01 4.1766357e-01
 3.0953979e-01]",41
"[ 0.00247192  0.00256348  0.00244141 ... -0.00027466 -0.00119019
 -0.00042725]",23
"[-0.00442505 -0.00387573 -0.00326538 ...  0.0093689   0.00787354
  0.00604248]",23
"[3.0517578e-05 0.0000000e+00 0.0000000e+00 ... 0.0000000e+00 0.0000000e+00
 0.0000000e+00]",15
[0.0010376  0.00125122 0.0012207  ... 0.01141357 0.01821899 0.0239563 ],15
"[ 0.00039673  0.00048828  0.00036621 ...  0.01849365  0.01629639
 -0.00476074]",11
"[ 0.03198242  0.03570557  0.02804565 ... -0.00714111 -0.0071106
 -0.0071106 ]",34
"[ 0.00823975 -0.00604248 -0.01705933 ...  0.          0.
  0.        ]",34
"[ 0.00537109  0.0057373   0.0065918  ... -0.00604248 -0.00604248
 -0.00588989]",31
"[-9.1552734e-05 -2.7465820e-04 -1.8310547e-04 ...  3.0517578e-05
  1.2207031e-04  5.7983398e-04]",29
[0.00030518 0.00015259 0.0015564  ... 0.         0.         0.        ],34
[0.00018311 0.00027466 0.00039673 ... 0.         0.         0.        ],0
"[-0.01455688 -0.01391602 -0.01263428 ...  0.          0.
  0.        ]",31
"[ 0.00018311  0.00021362  0.         ... -0.00164795 -0.00247192
 -0.00247192]",38
"[-0.00372314 -0.00436401 -0.0039978  ...  0.0071106   0.00842285
  0.00613403]",38
"[-0.00088501 -0.00094604 -0.00109863 ...  0.          0.
  0.        ]",30
"[ 0.00030518  0.00030518  0.00036621 ... -0.00125122 -0.00146484
 -0.0017395 ]",31
"[8.2397461e-04 1.2512207e-03 1.2817383e-03 ... 9.1552734e-05 3.3569336e-04
 3.0517578e-04]",38
"[ 0.00534058  0.00753784  0.00592041 ... -0.01675415 -0.01821899
 -0.0144043 ]",38
"[ 0.00204468 -0.00274658 -0.00744629 ...  0.0118103   0.01211548
  0.01217651]",6
[0.00262451 0.00280762 0.00292969 ... 0.00140381 0.00125122 0.00067139],34
[0.0057373  0.0065918  0.00585938 ... 0.0222168  0.01605225 0.01776123],31
"[-0.00738525 -0.00787354 -0.00814819 ... -0.00390625 -0.00335693
 -0.00286865]",48
"[ 0.00820923  0.00839233  0.00869751 ... -0.00286865 -0.0032959
 -0.00366211]",48
[0.5258484  0.5614929  0.45666504 ... 0.         0.         0.        ],43
"[-0.00338745 -0.003479   -0.00286865 ...  0.          0.
  0.        ]",29
[0.10818481 0.13790894 0.17807007 ... 0.06558228 0.06655884 0.05874634],22
"[ 0.02758789 -0.02697754 -0.0774231  ...  0.          0.
  0.        ]",22
"[ 0.31481934  0.36795044  0.4215393  ... -0.03329468 -0.07281494
 -0.11743164]",6
"[-0.02645874 -0.02615356 -0.02575684 ...  0.00042725  0.00045776
  0.00054932]",30
"[ 3.0517578e-05  3.0517578e-05  3.0517578e-05 ... -5.7983398e-04
 -5.7983398e-04 -3.6621094e-04]",0
[0.00088501 0.00125122 0.00109863 ... 0.00708008 0.00869751 0.00613403],0
"[-0.01434326 -0.01470947 -0.0133667  ...  0.00341797  0.00311279
  0.0027771 ]",14
"[ 0.04296875  0.03720093  0.03875732 ... -0.00341797 -0.0043335
 -0.00448608]",22
[0.00027466 0.00167847 0.00360107 ... 0.         0.         0.        ],30
[0.00326538 0.00537109 0.00601196 ... 0.         0.         0.        ],30
"[-0.1482544  -0.14678955 -0.14120483 ... -0.05825806 -0.06356812
 -0.06777954]",35
"[ 0.04418945  0.03900146  0.04641724 ... -0.00305176 -0.00320435
 -0.00137329]",35
[0.00314331 0.00292969 0.00271606 ... 0.         0.         0.        ],31
"[ 0.01013184  0.01049805  0.01049805 ... -0.01516724 -0.01367188
 -0.01107788]",29
"[-0.00808716 -0.00842285 -0.00897217 ... -0.00604248  0.0007019
  0.00204468]",6
"[-0.11871338 -0.10522461 -0.08972168 ...  0.01638794  0.0149231
  0.01330566]",6
"[-0.05093384 -0.08566284 -0.10293579 ...  0.          0.
  0.        ]",11
"[-0.23394775 -0.3647766  -0.46136475 ...  0.          0.
  0.        ]",6
[0.38885498 0.384552   0.37911987 ... 0.28497314 0.2885437  0.2885437 ],35
[0.04718018 0.05160522 0.05651855 ... 0.12481689 0.11730957 0.10925293],47
[0.19595337 0.17617798 0.16564941 ... 0.14245605 0.20281982 0.24139404],8
[0.03552246 0.03512573 0.02496338 ... 0.11080933 0.09939575 0.08334351],8
"[ 0.07315063  0.109375    0.1199646  ... -0.02923584 -0.01419067
 -0.00219727]",8
"[-0.00061035 -0.00045776 -0.00030518 ... -0.02432251 -0.03244019
 -0.03671265]",22
"[ 0.00018311  0.00015259  0.00012207 ... -0.0067749  -0.00582886
 -0.006073  ]",22
"[-0.01150513 -0.01376343 -0.01055908 ...  0.          0.
  0.        ]",39
"[ 0.0010376   0.00445557 -0.00149536 ...  0.          0.
  0.        ]",39
"[-0.00930786  0.00048828  0.00338745 ...  0.          0.
  0.        ]",39
"[-0.00177002 -0.00204468 -0.00198364 ...  0.          0.
  0.        ]",39
"[ 0.00112915 -0.00079346 -0.00198364 ...  0.          0.
  0.        ]",39
[0.15762329 0.19107056 0.22238159 ... 0.07022095 0.12652588 0.17138672],8
"[ 0.28546143  0.43914795  0.5003052  ... -0.08963013 -0.121521
 -0.1308899 ]",49
[0. 0. 0. ... 0. 0. 0.],39
[0. 0. 0. ... 0. 0. 0.],39
[0. 0. 0. ... 0. 0. 0.],39
"[-0.63565063 -0.53930664 -0.3753357  ...  0.          0.
  0.        ]",2
"[-0.00057983 -0.00057983 -0.00042725 ...  0.00021362  0.00524902
  0.01046753]",43
[0.10702515 0.10797119 0.10824585 ... 0.37747192 0.3994751  0.42022705],16
"[ 0.1076355   0.10470581  0.10195923 ... -0.21844482 -0.22207642
 -0.22485352]",16
"[-0.0027771  -0.00524902 -0.00680542 ...  0.01861572  0.0184021
  0.01797485]",25
[0.00180054 0.00198364 0.00167847 ... 0.00390625 0.00408936 0.00430298],48
"[ 0.00567627  0.01004028  0.01031494 ... -0.11288452 -0.11923218
 -0.13607788]",2
"[-6.1035156e-05  6.1035156e-05  1.4953613e-03 ...  1.2084961e-02
  1.1505127e-02  1.1138916e-02]",2
"[-0.00125122 -0.00045776 -0.00021362 ...  0.00210571 -0.01849365
 -0.02926636]",2
"[ 0.00720215  0.00100708 -0.00628662 ... -0.07235718 -0.07318115
 -0.07293701]",2
"[ 0.03222656  0.04278564  0.02575684 ... -0.02145386 -0.02081299
 -0.01998901]",2
"[-0.11068726 -0.09561157 -0.06216431 ...  0.05541992  0.05728149
  0.05953979]",2
"[-0.00268555 -0.0017395  -0.00128174 ... -0.00048828 -0.00048828
 -0.00024414]",2
"[-0.08615112 -0.01367188 -0.05487061 ...  0.06854248  0.11340332
  0.07196045]",44
"[-0.07757568 -0.06533813 -0.05435181 ...  0.6260071   0.57214355
  0.5081482 ]",42
"[-0.09942627 -0.08822632 -0.07357788 ... -0.06088257 -0.06231689
 -0.06408691]",42
"[-0.26904297 -0.16778564 -0.12335205 ... -0.0526123  -0.04837036
 -0.03518677]",42
"[-0.03863525 -0.05895996 -0.07794189 ... -0.04748535 -0.0531311
 -0.05773926]",42
"[ 0.43640137  0.42922974  0.41174316 ... -0.15136719 -0.11001587
 -0.06634521]",42
"[-0.05548096 -0.10073853 -0.15985107 ...  0.11453247  0.11325073
  0.10632324]",42
[0.14605713 0.14126587 0.12719727 ... 0.3607788  0.37023926 0.37625122],42
"[-0.0880127   0.04562378  0.18911743 ...  0.          0.
  0.        ]",42
"[ 0.00057983 -0.00216675 -0.00762939 ...  0.00558472  0.00302124
 -0.0010376 ]",12
"[-0.00415039 -0.00457764 -0.00466919 ... -0.19766235 -0.19720459
 -0.13839722]",40
"[-0.05465698 -0.06591797 -0.06552124 ... -0.00845337 -0.04367065
 -0.05187988]",40
"[-0.21655273 -0.25302124 -0.22659302 ... -0.06240845 -0.07180786
 -0.0567627 ]",40
[0.00094604 0.00274658 0.00097656 ... 0.006073   0.00430298 0.0027771 ],4
"[ 0.0072937   0.01046753  0.00769043 ... -0.01525879 -0.012146
 -0.01516724]",4
[0.16647339 0.16690063 0.1463623  ... 0.0057373  0.01501465 0.02279663],4
"[-0.00466919 -0.00427246 -0.00390625 ... -0.00152588 -0.00125122
 -0.00091553]",4
"[ 0.00274658  0.0032959   0.00314331 ... -0.05603027  0.01028442
  0.07669067]",4
"[ 0.00323486  0.00540161  0.0071106  ... -0.00704956 -0.006073
 -0.0045166 ]",4
"[ 0.00036621  0.00106812  0.00137329 ... -0.00942993 -0.01062012
 -0.01177979]",4
